molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id
CHEMBL2138684,FROVATRIPTAN SUCCINATE,CHEMBL1279
CHEMBL540612,,CHEMBL25236
CHEMBL567303,PALOSURAN,CHEMBL567303
CHEMBL3235279,CAPADENOSON,CHEMBL3235279
CHEMBL5075931,,CHEMBL392760
CHEMBL5089005,,CHEMBL20963
CHEMBL4594444,PECAVAPTAN,CHEMBL4594444
CHEMBL3589752,IPP/CNRS-A017,CHEMBL3589752
CHEMBL5085405,,CHEMBL5085405
CHEMBL4580220,BAY-3827,CHEMBL4580220
CHEMBL4165749,BI 2545,CHEMBL4165749
CHEMBL4165749,BI 2545,CHEMBL4165749
CHEMBL4585920,TP-020n,CHEMBL4585920
CHEMBL5559576,,CHEMBL5559576
CHEMBL5568294,,CHEMBL5568294
CHEMBL5567296,,CHEMBL5567296
CHEMBL5561142,,CHEMBL5561142
CHEMBL5555452,,CHEMBL5555452
CHEMBL5560508,,CHEMBL5560508
CHEMBL5560383,,CHEMBL5560383
CHEMBL5556112,,CHEMBL5556112
CHEMBL5557616,,CHEMBL5557616
CHEMBL5557188,,CHEMBL5557188
CHEMBL5568028,,CHEMBL5568028
CHEMBL5561656,,CHEMBL5561656
CHEMBL5563524,,CHEMBL5563524
CHEMBL5562425,,CHEMBL5562425
CHEMBL5567530,,CHEMBL5567530
CHEMBL5560361,,CHEMBL5560361
CHEMBL5556546,,CHEMBL5556546
CHEMBL5558253,,CHEMBL5558253
CHEMBL5560083,,CHEMBL5560083
CHEMBL5560605,,CHEMBL5560605
CHEMBL5561354,,CHEMBL5561354
CHEMBL5542124,,CHEMBL5542124
CHEMBL5562796,,CHEMBL5562796
CHEMBL5566302,,CHEMBL5566302
CHEMBL5556096,,CHEMBL5556096
CHEMBL5557959,,CHEMBL5557959
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL5555550,,CHEMBL5555550
CHEMBL5542124,,CHEMBL5542124
CHEMBL5542124,,CHEMBL5542124
CHEMBL5542124,,CHEMBL5542124
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL596802,PRIDOPIDINE,CHEMBL596802
CHEMBL5575320,,CHEMBL5575320
CHEMBL5572105,,CHEMBL5572105
CHEMBL5569258,,CHEMBL5569258
CHEMBL5572459,,CHEMBL5572459
CHEMBL5574911,,CHEMBL5574911
CHEMBL5571457,,CHEMBL5571457
CHEMBL5595517,,CHEMBL5595517
CHEMBL5570620,,CHEMBL5570620
CHEMBL5598162,,CHEMBL5598162
CHEMBL5597677,,CHEMBL5597677
CHEMBL5175530,,CHEMBL5175530
CHEMBL5630078,,CHEMBL5630078
CHEMBL5624574,,CHEMBL5624574
CHEMBL5630209,,CHEMBL5630209
CHEMBL5630761,,CHEMBL5630761
CHEMBL5630466,,CHEMBL5630466
CHEMBL5630085,,CHEMBL5630085
CHEMBL5631181,,CHEMBL5631181
CHEMBL5625019,,CHEMBL5625019
CHEMBL5624962,,CHEMBL5624962
CHEMBL5624651,,CHEMBL5624651
CHEMBL5630941,,CHEMBL5630941
CHEMBL5624996,,CHEMBL5624996
CHEMBL5630613,,CHEMBL5630613
CHEMBL5624846,,CHEMBL5624846
CHEMBL5630963,,CHEMBL5630963
CHEMBL5625109,,CHEMBL5625109
CHEMBL5624713,,CHEMBL5624713
CHEMBL5630104,,CHEMBL5630104
CHEMBL5631099,,CHEMBL5631099
CHEMBL5631215,,CHEMBL5631215
CHEMBL5624896,,CHEMBL5624896
CHEMBL5631035,,CHEMBL5631035
CHEMBL5630165,,CHEMBL5630165
CHEMBL5631105,,CHEMBL5631105
CHEMBL5630130,,CHEMBL5630130
CHEMBL5624542,,CHEMBL5624542
CHEMBL5624838,,CHEMBL5624838
CHEMBL5631121,,CHEMBL5631121
CHEMBL5630747,,CHEMBL5630747
CHEMBL5630374,,CHEMBL5630374
CHEMBL5401938,,CHEMBL5401938
CHEMBL5625042,,CHEMBL5625042
CHEMBL5630062,,CHEMBL5630062
CHEMBL5630787,,CHEMBL5630787
CHEMBL5630724,,CHEMBL5630724
CHEMBL5630253,,CHEMBL5630253
CHEMBL5630149,,CHEMBL5630149
CHEMBL4521971,,CHEMBL4521971
CHEMBL5653592,,CHEMBL5653592
CHEMBL4282264,A-485,CHEMBL4282264
CHEMBL4536197,A-486,CHEMBL4536197
CHEMBL5653589,,CHEMBL5653589
CHEMBL5653589,,CHEMBL5653589
CHEMBL3087498,,CHEMBL3087498
CHEMBL5687007,,CHEMBL5687007
CHEMBL3414619,,CHEMBL3414619
CHEMBL3414619,,CHEMBL3414619
CHEMBL5315550,,CHEMBL5315550
CHEMBL5782070,,CHEMBL5782070
CHEMBL5782070,,CHEMBL5782070
CHEMBL5782070,,CHEMBL5782070
CHEMBL5823302,,CHEMBL5823302
CHEMBL5823302,,CHEMBL5823302
CHEMBL5823302,,CHEMBL5823302
CHEMBL5786526,,CHEMBL5786526
CHEMBL5786526,,CHEMBL5786526
CHEMBL5786526,,CHEMBL5786526
CHEMBL5899318,,CHEMBL5899318
CHEMBL5899318,,CHEMBL5899318
CHEMBL5899318,,CHEMBL5899318
CHEMBL5877340,,CHEMBL5877340
CHEMBL5877340,,CHEMBL5877340
CHEMBL5877340,,CHEMBL5877340
CHEMBL5875050,,CHEMBL5875050
CHEMBL5875050,,CHEMBL5875050
CHEMBL5875050,,CHEMBL5875050
CHEMBL5845087,,CHEMBL5845087
CHEMBL5845087,,CHEMBL5845087
CHEMBL5845087,,CHEMBL5845087
CHEMBL4172301,,CHEMBL4172301
CHEMBL4172301,,CHEMBL4172301
CHEMBL4172301,,CHEMBL4172301
CHEMBL4161016,,CHEMBL4161016
CHEMBL4161016,,CHEMBL4161016
CHEMBL4161016,,CHEMBL4161016
CHEMBL4168942,,CHEMBL4168942
CHEMBL4168942,,CHEMBL4168942
CHEMBL4168942,,CHEMBL4168942
CHEMBL4162490,,CHEMBL4162490
CHEMBL4162490,,CHEMBL4162490
CHEMBL4162490,,CHEMBL4162490
CHEMBL4172044,,CHEMBL4172044
CHEMBL4172044,,CHEMBL4172044
CHEMBL4172044,,CHEMBL4172044
CHEMBL4170415,,CHEMBL4170415
CHEMBL4170415,,CHEMBL4170415
CHEMBL4170415,,CHEMBL4170415
CHEMBL4169765,,CHEMBL4169765
CHEMBL4169765,,CHEMBL4169765
CHEMBL4169765,,CHEMBL4169765
CHEMBL5852926,,CHEMBL5852926
CHEMBL5852926,,CHEMBL5852926
CHEMBL5852926,,CHEMBL5852926
CHEMBL4173188,,CHEMBL4173188
CHEMBL4173188,,CHEMBL4173188
CHEMBL4173188,,CHEMBL4173188
CHEMBL4165285,,CHEMBL4165285
CHEMBL4165285,,CHEMBL4165285
CHEMBL4165285,,CHEMBL4165285
CHEMBL4169270,,CHEMBL4169270
CHEMBL4169270,,CHEMBL4169270
CHEMBL4169270,,CHEMBL4169270
CHEMBL6013608,,CHEMBL6013608
CHEMBL6013608,,CHEMBL6013608
CHEMBL6013608,,CHEMBL6013608
CHEMBL4171723,,CHEMBL4171723
CHEMBL4171723,,CHEMBL4171723
CHEMBL4171723,,CHEMBL4171723
CHEMBL4168697,,CHEMBL4168697
CHEMBL4168697,,CHEMBL4168697
CHEMBL4168697,,CHEMBL4168697
CHEMBL4169383,,CHEMBL4169383
CHEMBL4169383,,CHEMBL4169383
CHEMBL4169383,,CHEMBL4169383
CHEMBL4174647,,CHEMBL4174647
CHEMBL4174647,,CHEMBL4174647
CHEMBL4174647,,CHEMBL4174647
CHEMBL6025397,,CHEMBL6025397
CHEMBL6025397,,CHEMBL6025397
CHEMBL6025397,,CHEMBL6025397
CHEMBL4161984,,CHEMBL4161984
CHEMBL4161984,,CHEMBL4161984
CHEMBL4161984,,CHEMBL4161984
CHEMBL4168782,,CHEMBL4168782
CHEMBL4168782,,CHEMBL4168782
CHEMBL4168782,,CHEMBL4168782
CHEMBL4160397,,CHEMBL4160397
CHEMBL4160397,,CHEMBL4160397
CHEMBL4160397,,CHEMBL4160397
CHEMBL4173342,,CHEMBL4173342
CHEMBL4173342,,CHEMBL4173342
CHEMBL4173342,,CHEMBL4173342
CHEMBL4168852,,CHEMBL4168852
CHEMBL4168852,,CHEMBL4168852
CHEMBL4168852,,CHEMBL4168852
CHEMBL4176708,,CHEMBL4176708
CHEMBL4176708,,CHEMBL4176708
CHEMBL4176708,,CHEMBL4176708
CHEMBL4161592,,CHEMBL4161592
CHEMBL4161592,,CHEMBL4161592
CHEMBL4161592,,CHEMBL4161592
CHEMBL4174797,,CHEMBL4174797
CHEMBL4174797,,CHEMBL4174797
CHEMBL4174797,,CHEMBL4174797
CHEMBL5934024,,CHEMBL5934024
CHEMBL5934024,,CHEMBL5934024
CHEMBL5934024,,CHEMBL5934024
CHEMBL4172201,,CHEMBL4172201
CHEMBL4172201,,CHEMBL4172201
CHEMBL4172201,,CHEMBL4172201
CHEMBL4166905,,CHEMBL4166905
CHEMBL4166905,,CHEMBL4166905
CHEMBL4166905,,CHEMBL4166905
CHEMBL6030320,,CHEMBL6030320
CHEMBL6030320,,CHEMBL6030320
CHEMBL6030320,,CHEMBL6030320
CHEMBL6042113,,CHEMBL6042113
CHEMBL6042113,,CHEMBL6042113
CHEMBL6042113,,CHEMBL6042113
CHEMBL5811349,,CHEMBL5811349
CHEMBL5811349,,CHEMBL5811349
CHEMBL5811349,,CHEMBL5811349
CHEMBL5815237,,CHEMBL5815237
CHEMBL5815237,,CHEMBL5815237
CHEMBL5815237,,CHEMBL5815237
CHEMBL5995733,,CHEMBL5995733
CHEMBL5995733,,CHEMBL5995733
CHEMBL5995733,,CHEMBL5995733
CHEMBL4876663,,CHEMBL4876663
CHEMBL4876663,,CHEMBL4876663
CHEMBL4876663,,CHEMBL4876663
CHEMBL6056346,,CHEMBL6056346
CHEMBL6056346,,CHEMBL6056346
CHEMBL6056346,,CHEMBL6056346
CHEMBL5990621,,CHEMBL5990621
CHEMBL5990621,,CHEMBL5990621
CHEMBL5990621,,CHEMBL5990621
CHEMBL4853196,,CHEMBL4853196
CHEMBL4853196,,CHEMBL4853196
CHEMBL4853196,,CHEMBL4853196
CHEMBL5982604,,CHEMBL5982604
CHEMBL5982604,,CHEMBL5982604
CHEMBL5982604,,CHEMBL5982604
CHEMBL5945487,,CHEMBL5945487
CHEMBL5945487,,CHEMBL5945487
CHEMBL5945487,,CHEMBL5945487
CHEMBL5979974,,CHEMBL5979974
CHEMBL5979974,,CHEMBL5979974
CHEMBL5979974,,CHEMBL5979974
CHEMBL5864724,,CHEMBL5864724
CHEMBL5864724,,CHEMBL5864724
CHEMBL5864724,,CHEMBL5864724
CHEMBL5946331,,CHEMBL5946331
CHEMBL5946331,,CHEMBL5946331
CHEMBL5946331,,CHEMBL5946331
CHEMBL5879895,,CHEMBL5879895
CHEMBL5879895,,CHEMBL5879895
CHEMBL5879895,,CHEMBL5879895
CHEMBL5818991,,CHEMBL5818991
CHEMBL5818991,,CHEMBL5818991
CHEMBL5818991,,CHEMBL5818991
CHEMBL5902857,,CHEMBL5902857
CHEMBL5902857,,CHEMBL5902857
CHEMBL5902857,,CHEMBL5902857
CHEMBL6057860,,CHEMBL6057860
CHEMBL6057860,,CHEMBL6057860
CHEMBL6057860,,CHEMBL6057860
CHEMBL6016888,,CHEMBL6016888
CHEMBL6016888,,CHEMBL6016888
CHEMBL6016888,,CHEMBL6016888
CHEMBL4867297,,CHEMBL4867297
CHEMBL4867297,,CHEMBL4867297
CHEMBL4867297,,CHEMBL4867297
CHEMBL5934082,,CHEMBL5934082
CHEMBL5934082,,CHEMBL5934082
CHEMBL5934082,,CHEMBL5934082
CHEMBL5844716,,CHEMBL5844716
CHEMBL5844716,,CHEMBL5844716
CHEMBL5844716,,CHEMBL5844716
CHEMBL6002762,,CHEMBL6002762
CHEMBL6002762,,CHEMBL6002762
CHEMBL6002762,,CHEMBL6002762
CHEMBL5946543,,CHEMBL5946543
CHEMBL5946543,,CHEMBL5946543
CHEMBL5946543,,CHEMBL5946543
CHEMBL5928382,,CHEMBL5928382
CHEMBL5928382,,CHEMBL5928382
CHEMBL5928382,,CHEMBL5928382
CHEMBL5975554,,CHEMBL5975554
CHEMBL5975554,,CHEMBL5975554
CHEMBL5975554,,CHEMBL5975554
CHEMBL5823135,,CHEMBL5823135
CHEMBL5823135,,CHEMBL5823135
CHEMBL5823135,,CHEMBL5823135
CHEMBL6051981,,CHEMBL6051981
CHEMBL6051981,,CHEMBL6051981
CHEMBL6051981,,CHEMBL6051981
CHEMBL6010674,,CHEMBL6010674
CHEMBL6010674,,CHEMBL6010674
CHEMBL6010674,,CHEMBL6010674
CHEMBL5861338,,CHEMBL5861338
CHEMBL5861338,,CHEMBL5861338
CHEMBL5861338,,CHEMBL5861338
CHEMBL6030456,,CHEMBL6030456
CHEMBL6030456,,CHEMBL6030456
CHEMBL6030456,,CHEMBL6030456
CHEMBL5755473,,CHEMBL5755473
CHEMBL5755473,,CHEMBL5755473
CHEMBL5755473,,CHEMBL5755473
CHEMBL5841969,,CHEMBL5841969
CHEMBL5841969,,CHEMBL5841969
CHEMBL5841969,,CHEMBL5841969
CHEMBL5964764,,CHEMBL5964764
CHEMBL5964764,,CHEMBL5964764
CHEMBL5964764,,CHEMBL5964764
CHEMBL5842725,,CHEMBL5842725
CHEMBL5842725,,CHEMBL5842725
CHEMBL5842725,,CHEMBL5842725
CHEMBL5964118,,CHEMBL5964118
CHEMBL5964118,,CHEMBL5964118
CHEMBL5964118,,CHEMBL5964118
CHEMBL6022823,,CHEMBL6022823
CHEMBL6022823,,CHEMBL6022823
CHEMBL6022823,,CHEMBL6022823
CHEMBL5752966,,CHEMBL5752966
CHEMBL5752966,,CHEMBL5752966
CHEMBL5752966,,CHEMBL5752966
CHEMBL5750888,,CHEMBL5750888
CHEMBL5750888,,CHEMBL5750888
CHEMBL5750888,,CHEMBL5750888
CHEMBL6047079,,CHEMBL6047079
CHEMBL6047079,,CHEMBL6047079
CHEMBL6047079,,CHEMBL6047079
CHEMBL5796179,,CHEMBL5796179
CHEMBL5796179,,CHEMBL5796179
CHEMBL5796179,,CHEMBL5796179
CHEMBL5783755,,CHEMBL5783755
CHEMBL5783755,,CHEMBL5783755
CHEMBL5783755,,CHEMBL5783755
CHEMBL5894654,,CHEMBL5894654
CHEMBL5894654,,CHEMBL5894654
CHEMBL5894654,,CHEMBL5894654
CHEMBL5866374,,CHEMBL5866374
CHEMBL5866374,,CHEMBL5866374
CHEMBL5866374,,CHEMBL5866374
CHEMBL5793914,,CHEMBL5793914
CHEMBL5793914,,CHEMBL5793914
CHEMBL5793914,,CHEMBL5793914
CHEMBL5944526,,CHEMBL5944526
CHEMBL5944526,,CHEMBL5944526
CHEMBL5944526,,CHEMBL5944526
CHEMBL5812901,,CHEMBL5812901
CHEMBL5812901,,CHEMBL5812901
CHEMBL5812901,,CHEMBL5812901
CHEMBL5914083,,CHEMBL5914083
CHEMBL5914083,,CHEMBL5914083
CHEMBL5914083,,CHEMBL5914083
CHEMBL5872171,,CHEMBL5872171
CHEMBL5872171,,CHEMBL5872171
CHEMBL5872171,,CHEMBL5872171
CHEMBL6064287,,CHEMBL6064287
CHEMBL6064287,,CHEMBL6064287
CHEMBL6064287,,CHEMBL6064287
CHEMBL5827028,,CHEMBL5827028
CHEMBL5827028,,CHEMBL5827028
CHEMBL5827028,,CHEMBL5827028
CHEMBL5871057,,CHEMBL5871057
CHEMBL5871057,,CHEMBL5871057
CHEMBL5871057,,CHEMBL5871057
CHEMBL5777736,,CHEMBL5777736
CHEMBL5777736,,CHEMBL5777736
CHEMBL5777736,,CHEMBL5777736
CHEMBL4846092,,CHEMBL4846092
CHEMBL4846092,,CHEMBL4846092
CHEMBL4846092,,CHEMBL4846092
CHEMBL5859046,,CHEMBL5859046
CHEMBL5859046,,CHEMBL5859046
CHEMBL5859046,,CHEMBL5859046
CHEMBL6026313,,CHEMBL6026313
CHEMBL6026313,,CHEMBL6026313
CHEMBL6026313,,CHEMBL6026313
CHEMBL5753572,,CHEMBL5753572
CHEMBL5753572,,CHEMBL5753572
CHEMBL5753572,,CHEMBL5753572
CHEMBL5899919,,CHEMBL5899919
CHEMBL5899919,,CHEMBL5899919
CHEMBL5899919,,CHEMBL5899919
CHEMBL5770059,,CHEMBL5770059
CHEMBL5770059,,CHEMBL5770059
CHEMBL5770059,,CHEMBL5770059
CHEMBL6059566,,CHEMBL6059566
CHEMBL6059566,,CHEMBL6059566
CHEMBL6059566,,CHEMBL6059566
CHEMBL5759354,,CHEMBL5759354
CHEMBL5759354,,CHEMBL5759354
CHEMBL5759354,,CHEMBL5759354
CHEMBL5931677,,CHEMBL5931677
CHEMBL5931677,,CHEMBL5931677
CHEMBL5931677,,CHEMBL5931677
CHEMBL5887106,,CHEMBL5887106
CHEMBL5887106,,CHEMBL5887106
CHEMBL5887106,,CHEMBL5887106
CHEMBL5810728,,CHEMBL5810728
CHEMBL5810728,,CHEMBL5810728
CHEMBL5810728,,CHEMBL5810728
CHEMBL5867036,,CHEMBL5867036
CHEMBL5867036,,CHEMBL5867036
CHEMBL5867036,,CHEMBL5867036
CHEMBL5744962,,CHEMBL5744962
CHEMBL5744962,,CHEMBL5744962
CHEMBL5744962,,CHEMBL5744962
CHEMBL6042700,,CHEMBL6042700
CHEMBL6042700,,CHEMBL6042700
CHEMBL6042700,,CHEMBL6042700
CHEMBL6051349,,CHEMBL6051349
CHEMBL6051349,,CHEMBL6051349
CHEMBL6051349,,CHEMBL6051349
CHEMBL6033554,,CHEMBL6033554
CHEMBL6033554,,CHEMBL6033554
CHEMBL6033554,,CHEMBL6033554
CHEMBL6015969,,CHEMBL6015969
CHEMBL6015969,,CHEMBL6015969
CHEMBL6015969,,CHEMBL6015969
CHEMBL5788445,,CHEMBL5788445
CHEMBL5788445,,CHEMBL5788445
CHEMBL5788445,,CHEMBL5788445
CHEMBL5861158,,CHEMBL5861158
CHEMBL5861158,,CHEMBL5861158
CHEMBL5861158,,CHEMBL5861158
CHEMBL5988809,,CHEMBL5988809
CHEMBL5988809,,CHEMBL5988809
CHEMBL5988809,,CHEMBL5988809
CHEMBL5954389,,CHEMBL5954389
CHEMBL5954389,,CHEMBL5954389
CHEMBL5954389,,CHEMBL5954389
CHEMBL5878363,,CHEMBL5878363
CHEMBL5878363,,CHEMBL5878363
CHEMBL5878363,,CHEMBL5878363
CHEMBL6040331,,CHEMBL6040331
CHEMBL6040331,,CHEMBL6040331
CHEMBL6040331,,CHEMBL6040331
CHEMBL5960929,,CHEMBL5960929
CHEMBL5960929,,CHEMBL5960929
CHEMBL5960929,,CHEMBL5960929
CHEMBL6030320,,CHEMBL6030320
CHEMBL6030320,,CHEMBL6030320
CHEMBL6030320,,CHEMBL6030320
CHEMBL6042113,,CHEMBL6042113
CHEMBL6042113,,CHEMBL6042113
CHEMBL6042113,,CHEMBL6042113
CHEMBL5811349,,CHEMBL5811349
CHEMBL5811349,,CHEMBL5811349
CHEMBL5811349,,CHEMBL5811349
CHEMBL5815237,,CHEMBL5815237
CHEMBL5815237,,CHEMBL5815237
CHEMBL5815237,,CHEMBL5815237
CHEMBL5995733,,CHEMBL5995733
CHEMBL5995733,,CHEMBL5995733
CHEMBL5995733,,CHEMBL5995733
CHEMBL4876663,,CHEMBL4876663
CHEMBL4876663,,CHEMBL4876663
CHEMBL4876663,,CHEMBL4876663
CHEMBL6056346,,CHEMBL6056346
CHEMBL6056346,,CHEMBL6056346
CHEMBL6056346,,CHEMBL6056346
CHEMBL5990621,,CHEMBL5990621
CHEMBL5990621,,CHEMBL5990621
CHEMBL5990621,,CHEMBL5990621
CHEMBL4853196,,CHEMBL4853196
CHEMBL4853196,,CHEMBL4853196
CHEMBL4853196,,CHEMBL4853196
CHEMBL5982604,,CHEMBL5982604
CHEMBL5982604,,CHEMBL5982604
CHEMBL5982604,,CHEMBL5982604
CHEMBL5991759,,CHEMBL5991759
CHEMBL5991759,,CHEMBL5991759
CHEMBL5991759,,CHEMBL5991759
CHEMBL5979974,,CHEMBL5979974
CHEMBL5979974,,CHEMBL5979974
CHEMBL5979974,,CHEMBL5979974
CHEMBL5864724,,CHEMBL5864724
CHEMBL5864724,,CHEMBL5864724
CHEMBL5864724,,CHEMBL5864724
CHEMBL5946331,,CHEMBL5946331
CHEMBL5946331,,CHEMBL5946331
CHEMBL5946331,,CHEMBL5946331
CHEMBL5879895,,CHEMBL5879895
CHEMBL5879895,,CHEMBL5879895
CHEMBL5879895,,CHEMBL5879895
CHEMBL5818991,,CHEMBL5818991
CHEMBL5818991,,CHEMBL5818991
CHEMBL5818991,,CHEMBL5818991
CHEMBL5902857,,CHEMBL5902857
CHEMBL5902857,,CHEMBL5902857
CHEMBL5902857,,CHEMBL5902857
CHEMBL6057860,,CHEMBL6057860
CHEMBL6057860,,CHEMBL6057860
CHEMBL6057860,,CHEMBL6057860
CHEMBL6016888,,CHEMBL6016888
CHEMBL6016888,,CHEMBL6016888
CHEMBL6016888,,CHEMBL6016888
CHEMBL4867297,,CHEMBL4867297
CHEMBL4867297,,CHEMBL4867297
CHEMBL4867297,,CHEMBL4867297
CHEMBL5934082,,CHEMBL5934082
CHEMBL5934082,,CHEMBL5934082
CHEMBL5934082,,CHEMBL5934082
CHEMBL5844716,,CHEMBL5844716
CHEMBL5844716,,CHEMBL5844716
CHEMBL5844716,,CHEMBL5844716
CHEMBL6002762,,CHEMBL6002762
CHEMBL6002762,,CHEMBL6002762
CHEMBL6002762,,CHEMBL6002762
CHEMBL5946543,,CHEMBL5946543
CHEMBL5946543,,CHEMBL5946543
CHEMBL5946543,,CHEMBL5946543
CHEMBL5928382,,CHEMBL5928382
CHEMBL5928382,,CHEMBL5928382
CHEMBL5928382,,CHEMBL5928382
CHEMBL5975554,,CHEMBL5975554
CHEMBL5975554,,CHEMBL5975554
CHEMBL5975554,,CHEMBL5975554
CHEMBL5823135,,CHEMBL5823135
CHEMBL5823135,,CHEMBL5823135
CHEMBL5823135,,CHEMBL5823135
CHEMBL6051981,,CHEMBL6051981
CHEMBL6051981,,CHEMBL6051981
CHEMBL6051981,,CHEMBL6051981
CHEMBL6010674,,CHEMBL6010674
CHEMBL6010674,,CHEMBL6010674
CHEMBL6010674,,CHEMBL6010674
CHEMBL5861338,,CHEMBL5861338
CHEMBL5861338,,CHEMBL5861338
CHEMBL5861338,,CHEMBL5861338
CHEMBL6030456,,CHEMBL6030456
CHEMBL6030456,,CHEMBL6030456
CHEMBL6030456,,CHEMBL6030456
CHEMBL5755473,,CHEMBL5755473
CHEMBL5755473,,CHEMBL5755473
CHEMBL5755473,,CHEMBL5755473
CHEMBL5841969,,CHEMBL5841969
CHEMBL5841969,,CHEMBL5841969
CHEMBL5841969,,CHEMBL5841969
CHEMBL5964764,,CHEMBL5964764
CHEMBL5964764,,CHEMBL5964764
CHEMBL5964764,,CHEMBL5964764
CHEMBL5842725,,CHEMBL5842725
CHEMBL5842725,,CHEMBL5842725
CHEMBL5842725,,CHEMBL5842725
CHEMBL5964118,,CHEMBL5964118
CHEMBL5964118,,CHEMBL5964118
CHEMBL5964118,,CHEMBL5964118
CHEMBL6022823,,CHEMBL6022823
CHEMBL6022823,,CHEMBL6022823
CHEMBL6022823,,CHEMBL6022823
CHEMBL5752966,,CHEMBL5752966
CHEMBL5752966,,CHEMBL5752966
CHEMBL5752966,,CHEMBL5752966
CHEMBL5750888,,CHEMBL5750888
CHEMBL5750888,,CHEMBL5750888
CHEMBL5750888,,CHEMBL5750888
CHEMBL6047079,,CHEMBL6047079
CHEMBL6047079,,CHEMBL6047079
CHEMBL6047079,,CHEMBL6047079
CHEMBL5796179,,CHEMBL5796179
CHEMBL5796179,,CHEMBL5796179
CHEMBL5796179,,CHEMBL5796179
CHEMBL5783755,,CHEMBL5783755
CHEMBL5783755,,CHEMBL5783755
CHEMBL5783755,,CHEMBL5783755
CHEMBL5894654,,CHEMBL5894654
CHEMBL5894654,,CHEMBL5894654
CHEMBL5894654,,CHEMBL5894654
CHEMBL5866374,,CHEMBL5866374
CHEMBL5866374,,CHEMBL5866374
CHEMBL5866374,,CHEMBL5866374
CHEMBL5793914,,CHEMBL5793914
CHEMBL5793914,,CHEMBL5793914
CHEMBL5793914,,CHEMBL5793914
CHEMBL5944526,,CHEMBL5944526
CHEMBL5944526,,CHEMBL5944526
CHEMBL5944526,,CHEMBL5944526
CHEMBL5812901,,CHEMBL5812901
CHEMBL5812901,,CHEMBL5812901
CHEMBL5812901,,CHEMBL5812901
CHEMBL5914083,,CHEMBL5914083
CHEMBL5914083,,CHEMBL5914083
CHEMBL5914083,,CHEMBL5914083
CHEMBL5872171,,CHEMBL5872171
CHEMBL5872171,,CHEMBL5872171
CHEMBL5872171,,CHEMBL5872171
CHEMBL6064287,,CHEMBL6064287
CHEMBL6064287,,CHEMBL6064287
CHEMBL6064287,,CHEMBL6064287
CHEMBL5827028,,CHEMBL5827028
CHEMBL5827028,,CHEMBL5827028
CHEMBL5827028,,CHEMBL5827028
CHEMBL5871057,,CHEMBL5871057
CHEMBL5871057,,CHEMBL5871057
CHEMBL5871057,,CHEMBL5871057
CHEMBL5777736,,CHEMBL5777736
CHEMBL5777736,,CHEMBL5777736
CHEMBL5777736,,CHEMBL5777736
CHEMBL4846092,,CHEMBL4846092
CHEMBL4846092,,CHEMBL4846092
CHEMBL4846092,,CHEMBL4846092
CHEMBL5859046,,CHEMBL5859046
CHEMBL5859046,,CHEMBL5859046
CHEMBL5859046,,CHEMBL5859046
CHEMBL6026313,,CHEMBL6026313
CHEMBL6026313,,CHEMBL6026313
CHEMBL6026313,,CHEMBL6026313
CHEMBL5753572,,CHEMBL5753572
CHEMBL5753572,,CHEMBL5753572
CHEMBL5753572,,CHEMBL5753572
CHEMBL5899919,,CHEMBL5899919
CHEMBL5899919,,CHEMBL5899919
CHEMBL5899919,,CHEMBL5899919
CHEMBL5770059,,CHEMBL5770059
CHEMBL5770059,,CHEMBL5770059
CHEMBL5770059,,CHEMBL5770059
CHEMBL6059566,,CHEMBL6059566
CHEMBL6059566,,CHEMBL6059566
CHEMBL6059566,,CHEMBL6059566
CHEMBL5759354,,CHEMBL5759354
CHEMBL5759354,,CHEMBL5759354
CHEMBL5759354,,CHEMBL5759354
CHEMBL5931677,,CHEMBL5931677
CHEMBL5931677,,CHEMBL5931677
CHEMBL5931677,,CHEMBL5931677
CHEMBL5887106,,CHEMBL5887106
CHEMBL5887106,,CHEMBL5887106
CHEMBL5887106,,CHEMBL5887106
CHEMBL5810728,,CHEMBL5810728
CHEMBL5810728,,CHEMBL5810728
CHEMBL5810728,,CHEMBL5810728
CHEMBL5867036,,CHEMBL5867036
CHEMBL5867036,,CHEMBL5867036
CHEMBL5867036,,CHEMBL5867036
CHEMBL5744962,,CHEMBL5744962
CHEMBL5744962,,CHEMBL5744962
CHEMBL5744962,,CHEMBL5744962
CHEMBL6042700,,CHEMBL6042700
CHEMBL6042700,,CHEMBL6042700
CHEMBL6042700,,CHEMBL6042700
CHEMBL6051349,,CHEMBL6051349
CHEMBL6051349,,CHEMBL6051349
CHEMBL6051349,,CHEMBL6051349
CHEMBL6033554,,CHEMBL6033554
CHEMBL6033554,,CHEMBL6033554
CHEMBL6033554,,CHEMBL6033554
CHEMBL6015969,,CHEMBL6015969
CHEMBL6015969,,CHEMBL6015969
CHEMBL6015969,,CHEMBL6015969
CHEMBL5788445,,CHEMBL5788445
CHEMBL5788445,,CHEMBL5788445
CHEMBL5788445,,CHEMBL5788445
CHEMBL5861158,,CHEMBL5861158
CHEMBL5861158,,CHEMBL5861158
CHEMBL5861158,,CHEMBL5861158
CHEMBL5988809,,CHEMBL5988809
CHEMBL5988809,,CHEMBL5988809
CHEMBL5988809,,CHEMBL5988809
